VE_REF FT_REF VE_FLT LE_MET_level6 LE_GEAR SI_LATI SI_LONG SI_SP SI_HE SI_STATE SI_DATE SI_TIME SI_HARB LE_KG_COD LE_KG_CSH LE_KG_DAB LE_KG_ELE LE_KG_FLE LE_KG_HAD LE_KG_HER LE_KG_HKE LE_KG_HOM LE_KG_LEM LE_KG_MAC LE_KG_MON LE_KG_MUS LE_KG_NEP LE_KG_NOP LE_KG_OYF LE_KG_PLE LE_KG_POK LE_KG_PRA LE_KG_SAN LE_KG_SOL LE_KG_SPR LE_KG_TUR LE_KG_WHB LE_KG_WHG LE_KG_WIT LE_EFF_VMS KW_HOURS flag land_harb pt_graph
DNK000000569 4047114 fleet1 SDN_DEF_90-119_0_0 SDN 57.65 10.118 0.4 97 1 07/03/2012 07:04 NA 0 0 33.3333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 16.6666666666667 0 0 0 0 0 0 0 0 0 60 129 3 Hirtshals 7630
DNK000000569 4047114 fleet1 SDN_DEF_90-119_0_0 SDN 57.739 10.393 0.6 94 1 07/03/2012 11:06 NA 0 0 33.3333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 16.6666666666667 0 0 0 0 0 0 0 0 0 60 129 3 Hirtshals 7851
DNK000000569 4047115 fleet1 SDN_DEF_90-119_0_0 SDN 57.739 10.151 1.8 207 1 08/03/2012 08:06 NA 0 0 29.5 0 6 0 0 0 0 0.84 0 0 0 0 0 0 43.1 0 0 0 0.3 0 0 0 0 0 60 129 3 NA34 7848
DNK000000569 4047115 fleet1 SDN_DEF_90-119_0_0 SDN 57.729 10.144 0.2 214 1 08/03/2012 09:06 NA 0 0 29.5 0 6 0 0 0 0 0.84 0 0 0 0 0 0 43.1 0 0 0 0.3 0 0 0 0 0 60 129 3 NA34 7775
DNK000000569 4047115 fleet1 SDN_DEF_90-119_0_0 SDN 57.751 10.207 1.4 247 1 08/03/2012 11:06 NA 0 0 29.5 0 6 0 0 0 0 0.84 0 0 0 0 0 0 43.1 0 0 0 0.3 0 0 0 0 0 60 129 3 NA34 7921
DNK000000569 4047115 fleet1 SDN_DEF_90-119_0_0 SDN 57.739 10.241 6.6 317 1 08/03/2012 12:06 NA 0 0 29.5 0 6 0 0 0 0 0.84 0 0 0 0 0 0 43.1 0 0 0 0.3 0 0 0 0 0 60 129 3 NA34 7849
DNK000000569 4047115 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.189 0.8 36 1 08/03/2012 13:06 NA 0 0 29.5 0 6 0 0 0 0 0.84 0 0 0 0 0 0 43.1 0 0 0 0.3 0 0 0 0 0 60 129 3 NA34 7848
DNK000000569 4047116 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.252 0.4 159 1 14/03/2012 10:14 NA 32.1 0 23.8 0 10.5 0.55 0 0 0 8.1 0 0 0 0 0 0 121.6 0 0 0 1.15 0 0 0 0.25 2.3 60 129 3 Hirtshals 7849
DNK000000569 4047116 fleet1 SDN_DEF_90-119_0_0 SDN 57.739 10.078 0.2 20 1 14/03/2012 13:14 NA 32.1 0 23.8 0 10.5 0.55 0 0 0 8.1 0 0 0 0 0 0 121.6 0 0 0 1.15 0 0 0 0.25 2.3 60 129 3 Hirtshals 7847
DNK000000569 4047117 fleet1 SDN_DEF_90-119_0_0 SDN 57.763 9.301 0.2 35 1 16/03/2012 08:16 NA 753.8 0 1.1 0 1 42 0 0 0 13.5 0 0 0 0 0 0 372.7 0 0 0 0.3 0 3.2 0 1.1 3.8 60 129 3 Hirtshals 7762
DNK000000569 4047118 fleet1 SDN_DEF_90-119_0_0 SDN 57.647 9.574 0.2 273 1 22/03/2012 13:22 NA 12.8333333333333 0 5.53333333333333 0 0 7.73333333333333 0 0 0 2.8 0 0 0 0 0 0 207.133333333333 0 0 0 0.5 0 0 0 1.16666666666667 2.26666666666667 60 129 3 Hirtshals 7550
DNK000000569 4047118 fleet1 SDN_DEF_90-119_0_0 SDN 57.636 9.625 9.2 109 1 22/03/2012 17:22 NA 12.8333333333333 0 5.53333333333333 0 0 7.73333333333333 0 0 0 2.8 0 0 0 0 0 0 207.133333333333 0 0 0 0.5 0 0 0 1.16666666666667 2.26666666666667 60 129 3 Hirtshals 7551
DNK000000569 4047118 fleet1 SDN_DEF_90-119_0_0 SDN 57.591 9.955 0 112 1 22/03/2012 19:22 Hirtshals 12.8333333333333 0 5.53333333333333 0 0 7.73333333333333 0 0 0 2.8 0 0 0 0 0 0 207.133333333333 0 0 0 0.5 0 0 0 1.16666666666667 2.26666666666667 60 129 3 Hirtshals 7556
DNK000000569 4047119 fleet1 SDN_DEF_>=120_0_0 SDN 57.75 10.248 8.4 331 1 23/03/2012 07:24 NA 0.58 0 9.32 0 15.8 0.06 0 0 0 0.3 0 0.24 0 0 0 0 146.54 0 0 0 0.16 0 0 0 0.06 0.72 60 129 3 NA34 7849
DNK000000569 4047119 fleet1 SDN_DEF_>=120_0_0 SDN 57.733 10.206 0.2 25 1 23/03/2012 08:24 NA 0.58 0 9.32 0 15.8 0.06 0 0 0 0.3 0 0.24 0 0 0 0 146.54 0 0 0 0.16 0 0 0 0.06 0.72 60 129 3 NA34 7849
DNK000000569 4047119 fleet1 SDN_DEF_>=120_0_0 SDN 57.733 10.231 3.2 84 1 23/03/2012 10:24 NA 0.58 0 9.32 0 15.8 0.06 0 0 0 0.3 0 0.24 0 0 0 0 146.54 0 0 0 0.16 0 0 0 0.06 0.72 60 129 3 NA34 7849
DNK000000569 4047119 fleet1 SDN_DEF_>=120_0_0 SDN 57.732 10.264 9 84 1 23/03/2012 12:24 NA 0.58 0 9.32 0 15.8 0.06 0 0 0 0.3 0 0.24 0 0 0 0 146.54 0 0 0 0.16 0 0 0 0.06 0.72 60 129 3 NA34 7849
DNK000000569 4047119 fleet1 SDN_DEF_>=120_0_0 SDN 57.739 10.391 0 47 1 23/03/2012 14:24 NA 0.58 0 9.32 0 15.8 0.06 0 0 0 0.3 0 0.24 0 0 0 0 146.54 0 0 0 0.16 0 0 0 0.06 0.72 60 129 3 NA34 7851
DNK000000569 4047120 fleet1 SDN_DEF_90-119_0_0 SDN 57.748 10.437 8 210 1 26/03/2012 05:26 NA 0 0 22.5666666666667 0 11.3333333333333 0.366666666666667 0 0 0 2.23333333333333 0 0 0 0 0 0 174.333333333333 0 0 0 0.266666666666667 0 0.333333333333333 0 0.1 1.03333333333333 60 129 3 NA34 7852
DNK000000569 4047120 fleet1 SDN_DEF_90-119_0_0 SDN 57.738 10.399 0 336 1 26/03/2012 06:26 NA 0 0 22.5666666666667 0 11.3333333333333 0.366666666666667 0 0 0 2.23333333333333 0 0 0 0 0 0 174.333333333333 0 0 0 0.266666666666667 0 0.333333333333333 0 0.1 1.03333333333333 60 129 3 NA34 7851
DNK000000569 4047120 fleet1 SDN_DEF_90-119_0_0 SDN 57.746 10.451 10 70 1 26/03/2012 13:28 NA 0 0 22.5666666666667 0 11.3333333333333 0.366666666666667 0 0 0 2.23333333333333 0 0 0 0 0 0 174.333333333333 0 0 0 0.266666666666667 0 0.333333333333333 0 0.1 1.03333333333333 60 129 3 NA34 7852
DNK000000569 4047121 fleet1 SDN_DEF_90-119_0_0 SDN 57.738 10.443 3 243 1 27/03/2012 05:28 NA 0 0 18.86 0 9.2 0 0 0 0 0.4 0 0 0 0 0 0 58.02 0 0 0 0.3 0 0 0 0 0.82 60 129 3 NA34 7852
DNK000000569 4047121 fleet1 SDN_DEF_90-119_0_0 SDN 57.737 10.473 6.8 264 1 27/03/2012 07:28 NA 0 0 18.86 0 9.2 0 0 0 0 0.4 0 0 0 0 0 0 58.02 0 0 0 0.3 0 0 0 0 0.82 60 129 3 NA34 7925
DNK000000569 4047121 fleet1 SDN_DEF_90-119_0_0 SDN 57.799 10.504 9.4 110 1 27/03/2012 13:28 NA 0 0 18.86 0 9.2 0 0 0 0 0.4 0 0 0 0 0 0 58.02 0 0 0 0.3 0 0 0 0 0.82 60 129 3 NA34 8058
DNK000000569 4047121 fleet1 SDN_DEF_90-119_0_0 SDN 57.762 10.651 0.4 100 1 27/03/2012 15:28 NA 0 0 18.86 0 9.2 0 0 0 0 0.4 0 0 0 0 0 0 58.02 0 0 0 0.3 0 0 0 0 0.82 60 129 3 NA34 7998
DNK000000569 4047121 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.689 2.8 326 1 27/03/2012 17:28 NA 0 0 18.86 0 9.2 0 0 0 0 0.4 0 0 0 0 0 0 58.02 0 0 0 0.3 0 0 0 0 0.82 60 129 3 NA34 7928
DNK000000569 4047122 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.195 0.6 119 1 03/04/2012 12:36 NA 10.5 0 150.9 0 178 2.1 0 0 0 4.7 0 0 0 0 0 0 2512.5 0 0 0 0.5 0 0.5 0 0.3 10.5 60 129 3 Hirtshals 7848
DNK000000569 4047123 fleet1 SDN_DEF_90-119_0_0 SDN 57.643 10.023 6.8 41 1 04/04/2012 02:36 NA 0 0 24.7666666666667 0 20 1.5 0 0 0 1.73333333333333 0 1.2 0 0 0 0 1311.06666666667 0 0 0 0.1 0 0 0 0 1.7 120 258 3 NA34 7628
DNK000000569 4047123 fleet1 SDN_DEF_90-119_0_0 SDN 57.727 10.145 2.6 69 1 04/04/2012 04:36 NA 0 0 24.7666666666667 0 20 1.5 0 0 0 1.73333333333333 0 1.2 0 0 0 0 1311.06666666667 0 0 0 0.1 0 0 0 0 1.7 60 129 3 NA34 7775
DNK000000569 4047123 fleet1 SDN_DEF_90-119_0_0 SDN 57.731 10.144 0.2 101 1 04/04/2012 09:38 NA 0 0 24.7666666666667 0 20 1.5 0 0 0 1.73333333333333 0 1.2 0 0 0 0 1311.06666666667 0 0 0 0.1 0 0 0 0 1.7 60 129 3 NA34 7775
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.741 10.193 2 205 1 11/04/2012 05:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7848
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.743 10.221 1.4 62 1 11/04/2012 07:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7849
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.751 10.165 9.8 84 1 11/04/2012 08:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7848
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.73 10.143 0 181 1 11/04/2012 09:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7775
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.723 10.11 8 264 1 11/04/2012 11:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7774
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.727 10.129 4.8 72 1 11/04/2012 12:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7774
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.725 10.102 0.2 16 1 11/04/2012 13:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7774
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.731 10.116 1.2 76 1 11/04/2012 14:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7774
DNK000000569 4047124 fleet1 SDN_DEF_90-119_0_0 SDN 57.724 10.103 0 87 1 11/04/2012 15:46 NA 5.51111111111111 0 7.88888888888889 0 6 0.0888888888888889 0 0 0 0.344444444444444 0 0 0 0 0 0 173.944444444444 0 0 0 0 0 0 0 0 1.04444444444444 60 129 3 Hirtshals 7774
DNK000000569 4047125 fleet1 SDN_DEF_90-119_0_0 SDN 57.709 9.983 0 262 1 12/04/2012 08:46 NA 13.95 0 33.15 0 5.6 0 0 0 0 0.8 0 0 0 0 0 0 2218.5 0 0 0 0 0 0 0 0 7.7 60 129 3 Hirtshals 7700
DNK000000569 4047125 fleet1 SDN_DEF_90-119_0_0 SDN 57.702 9.94 4.6 344 1 12/04/2012 11:46 NA 13.95 0 33.15 0 5.6 0 0 0 0 0.8 0 0 0 0 0 0 2218.5 0 0 0 0 0 0 0 0 7.7 120 258 3 Hirtshals 7699
DNK000000569 4047126 fleet1 SDN_DEF_90-119_0_0 SDN 57.726 9.923 4 82 1 13/04/2012 03:48 NA 3.14 0 11.86 0 0.66 0 0 0 0 0.38 0 0 0 0 0 0 860.68 0 0 0 0 0 0 0 0 2.82 60 129 3 Hirtshals 7771
DNK000000569 4047126 fleet1 SDN_DEF_90-119_0_0 SDN 57.698 9.907 0 32 1 13/04/2012 04:48 NA 3.14 0 11.86 0 0.66 0 0 0 0 0.38 0 0 0 0 0 0 860.68 0 0 0 0 0 0 0 0 2.82 60 129 3 Hirtshals 7699
DNK000000569 4047126 fleet1 SDN_DEF_90-119_0_0 SDN 57.705 9.958 5.4 359 1 13/04/2012 07:48 NA 3.14 0 11.86 0 0.66 0 0 0 0 0.38 0 0 0 0 0 0 860.68 0 0 0 0 0 0 0 0 2.82 60 129 3 Hirtshals 7772
DNK000000569 4047126 fleet1 SDN_DEF_90-119_0_0 SDN 57.712 9.987 3 56 1 13/04/2012 08:48 NA 3.14 0 11.86 0 0.66 0 0 0 0 0.38 0 0 0 0 0 0 860.68 0 0 0 0 0 0 0 0 2.82 60 129 3 Hirtshals 7700
DNK000000569 4047126 fleet1 SDN_DEF_90-119_0_0 SDN 57.706 9.959 0 333 1 13/04/2012 09:48 NA 3.14 0 11.86 0 0.66 0 0 0 0 0.38 0 0 0 0 0 0 860.68 0 0 0 0 0 0 0 0 2.82 60 129 3 Hirtshals 7772
DNK000000569 4047127 fleet1 SDN_DEF_90-119_0_0 SDN 57.72 10.042 4.2 39 1 14/04/2012 07:48 NA 2.9 0 16.025 0 1.05 0 0 0 0 0.5 0 0 0 0 0 0 548.3 0 0 0 0 0 0 0 0 1.1 60 129 3 Hirtshals 7773
DNK000000569 4047127 fleet1 SDN_DEF_90-119_0_0 SDN 57.713 10.001 0.2 159 1 14/04/2012 08:48 NA 2.9 0 16.025 0 1.05 0 0 0 0 0.5 0 0 0 0 0 0 548.3 0 0 0 0 0 0 0 0 1.1 60 129 3 Hirtshals 7700
DNK000000569 4047127 fleet1 SDN_DEF_90-119_0_0 SDN 57.722 10.078 3.2 246 1 14/04/2012 11:48 NA 2.9 0 16.025 0 1.05 0 0 0 0 0.5 0 0 0 0 0 0 548.3 0 0 0 0 0 0 0 0 1.1 60 129 3 Hirtshals 7774
DNK000000569 4047127 fleet1 SDN_DEF_90-119_0_0 SDN 57.727 10.097 0.2 84 1 14/04/2012 13:48 NA 2.9 0 16.025 0 1.05 0 0 0 0 0.5 0 0 0 0 0 0 548.3 0 0 0 0 0 0 0 0 1.1 60 129 3 Hirtshals 7774
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.7 9.929 3.6 233 1 17/04/2012 06:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7699
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.698 9.908 0.4 32 1 17/04/2012 07:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7699
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.699 9.924 3.2 91 1 17/04/2012 08:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7699
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.721 9.893 0.4 48 1 17/04/2012 09:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7771
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.692 9.877 1.2 265 1 17/04/2012 10:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7698
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.699 9.925 9.2 65 1 17/04/2012 12:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7699
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.703 9.952 2.4 262 1 17/04/2012 13:52 NA 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7699
DNK000000569 4047128 fleet1 SDN_DEF_90-119_0_0 SDN 57.593 9.963 0.4 115 1 17/04/2012 17:52 Hirtshals 1.75 0 10.125 0 0.2625 0.0625 0 0 0 0.425 0 0 0 0 0 0 246.075 0 0 0 0 0 0 0 0 0.7125 60 129 3 Hirtshals 7556
DNK000000569 4047129 fleet1 SDN_DEF_90-119_0_0 SDN 57.734 10.198 0.6 276 1 18/04/2012 04:54 NA 1.86 0 25.44 0 17.46 0 0 0 0 0.56 0 0 0 0 0 0 656.16 0 0 0 0 0 0 0 0.12 0.96 60 129 3 Hirtshals 7848
DNK000000569 4047129 fleet1 SDN_DEF_90-119_0_0 SDN 57.752 10.196 7.6 249 1 18/04/2012 07:54 NA 1.86 0 25.44 0 17.46 0 0 0 0 0.56 0 0 0 0 0 0 656.16 0 0 0 0 0 0 0 0.12 0.96 60 129 3 Hirtshals 7848
DNK000000569 4047129 fleet1 SDN_DEF_90-119_0_0 SDN 57.734 10.242 1 95 1 18/04/2012 08:54 NA 1.86 0 25.44 0 17.46 0 0 0 0 0.56 0 0 0 0 0 0 656.16 0 0 0 0 0 0 0 0.12 0.96 60 129 3 Hirtshals 7849
DNK000000569 4047129 fleet1 SDN_DEF_90-119_0_0 SDN 57.731 10.263 3.4 297 1 18/04/2012 11:54 NA 1.86 0 25.44 0 17.46 0 0 0 0 0.56 0 0 0 0 0 0 656.16 0 0 0 0 0 0 0 0.12 0.96 60 129 3 Hirtshals 7849
DNK000000569 4047129 fleet1 SDN_DEF_90-119_0_0 SDN 57.743 10.241 1.2 332 1 18/04/2012 13:54 NA 1.86 0 25.44 0 17.46 0 0 0 0 0.56 0 0 0 0 0 0 656.16 0 0 0 0 0 0 0 0.12 0.96 60 129 3 Hirtshals 7849
DNK000000569 4047130 fleet1 SDN_DEF_90-119_0_0 SDN 57.727 10.134 3.8 91 1 19/04/2012 03:54 NA 1.72 0 11.72 0 2.68 0.42 0 0 0 0.32 0 0 0 0 0 0 641.56 0 0 0 0 0 0 0 0 3.08 60 129 3 Hirtshals 7774
DNK000000569 4047130 fleet1 SDN_DEF_90-119_0_0 SDN 57.731 10.16 3 236 1 19/04/2012 04:54 NA 1.72 0 11.72 0 2.68 0.42 0 0 0 0.32 0 0 0 0 0 0 641.56 0 0 0 0 0 0 0 0 3.08 60 129 3 Hirtshals 7775
DNK000000569 4047130 fleet1 SDN_DEF_90-119_0_0 SDN 57.752 10.2 6.8 92 1 19/04/2012 06:54 NA 1.72 0 11.72 0 2.68 0.42 0 0 0 0.32 0 0 0 0 0 0 641.56 0 0 0 0 0 0 0 0 3.08 60 129 3 Hirtshals 7848
DNK000000569 4047130 fleet1 SDN_DEF_90-119_0_0 SDN 57.74 10.218 2.4 56 1 19/04/2012 07:54 NA 1.72 0 11.72 0 2.68 0.42 0 0 0 0.32 0 0 0 0 0 0 641.56 0 0 0 0 0 0 0 0 3.08 60 129 3 Hirtshals 7849
DNK000000569 4047130 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.169 1 84 1 19/04/2012 08:54 NA 1.72 0 11.72 0 2.68 0.42 0 0 0 0.32 0 0 0 0 0 0 641.56 0 0 0 0 0 0 0 0 3.08 60 129 3 Hirtshals 7848
DNK000000569 4047131 fleet1 SDN_DEF_90-119_0_0 SDN 57.723 10.112 1 336 1 23/04/2012 11:00 NA 46.75 0 70 0 26.25 5.2 0 0.8 0 1.05 0 0 0 0 0 0 1280.9 0 0 0 0.15 0 0.25 0 0 7.05 60 129 3 Hirtshals 7774
DNK000000569 4047131 fleet1 SDN_DEF_90-119_0_0 SDN 57.722 10.081 2.2 292 1 23/04/2012 12:00 NA 46.75 0 70 0 26.25 5.2 0 0.8 0 1.05 0 0 0 0 0 0 1280.9 0 0 0 0.15 0 0.25 0 0 7.05 60 129 3 Hirtshals 7774
DNK000000569 4047132 fleet1 SDN_DEF_90-119_0_0 SDN 57.698 9.907 0 191 1 24/04/2012 08:00 NA 60.15 0 37.6 0 1.8 0.8 0 0 0 1.8 0 0 0 0 0 0 1344.3 0 0 0 0 0 0 0 0 2.75 60 129 3 Hirtshals 7699
DNK000000569 4047132 fleet1 SDN_DEF_90-119_0_0 SDN 57.693 9.877 0.6 255 1 24/04/2012 12:00 NA 60.15 0 37.6 0 1.8 0.8 0 0 0 1.8 0 0 0 0 0 0 1344.3 0 0 0 0 0 0 0 0 2.75 60 129 3 Hirtshals 7698
DNK000000569 4047133 fleet1 SDN_DEF_90-119_0_0 SDN 57.722 10.072 1.6 238 1 25/04/2012 04:02 NA 0 0 25.08 0 14.8 0.32 0 0 0 0.42 0 0 0 0 0 0 549.04 0 0 0 0 0 0 0 0 5.28 60 129 3 NA34 7774
DNK000000569 4047133 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.217 3.2 89 1 25/04/2012 08:02 NA 0 0 25.08 0 14.8 0.32 0 0 0 0.42 0 0 0 0 0 0 549.04 0 0 0 0 0 0 0 0 5.28 60 129 3 NA34 7849
DNK000000569 4047133 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.283 2.8 256 1 25/04/2012 11:02 NA 0 0 25.08 0 14.8 0.32 0 0 0 0.42 0 0 0 0 0 0 549.04 0 0 0 0 0 0 0 0 5.28 60 129 3 NA34 7850
DNK000000569 4047133 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.251 1.2 162 1 25/04/2012 12:02 NA 0 0 25.08 0 14.8 0.32 0 0 0 0.42 0 0 0 0 0 0 549.04 0 0 0 0 0 0 0 0 5.28 60 129 3 NA34 7849
DNK000000569 4047133 fleet1 SDN_DEF_90-119_0_0 SDN 57.737 10.271 0.8 75 1 25/04/2012 13:02 NA 0 0 25.08 0 14.8 0.32 0 0 0 0.42 0 0 0 0 0 0 549.04 0 0 0 0 0 0 0 0 5.28 60 129 3 NA34 7850
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.763 10.397 3.2 354 1 26/04/2012 04:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7924
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.773 10.398 2.2 167 1 26/04/2012 05:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7924
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.741 10.332 3 215 1 26/04/2012 08:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7850
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.736 10.311 0.6 334 1 26/04/2012 09:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7850
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.769 10.343 8.4 59 1 26/04/2012 11:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7923
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.738 10.339 0 233 1 26/04/2012 12:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7851
DNK000000569 4047134 fleet1 SDN_DEF_90-119_0_0 SDN 57.737 10.359 9.4 82 1 26/04/2012 14:02 NA 0 0 15.3714285714286 0 14.7142857142857 5.07142857142857 0 0 0 0.442857142857143 0 0.385714285714286 0 0 0 0 289.757142857143 0 0 0 0 0 0 0 0 9.22857142857143 60 129 3 NA34 7851
DNK000000569 4047135 fleet1 SDN_DEF_90-119_0_0 SDN 57.547 10.557 8.2 26 1 30/04/2012 00:06 NA 3.5 0 12.3142857142857 0 8.78571428571429 2.38571428571429 0 0 0 0.228571428571429 0 0 0 0 0 0 441.928571428571 0 0 0 0 0 0 0 0 8.77142857142857 120 258 3 Hirtshals 7490
DNK000000569 4047135 fleet1 SDN_DEF_90-119_0_0 SDN 57.733 10.197 0.2 295 1 30/04/2012 05:06 NA 3.5 0 12.3142857142857 0 8.78571428571429 2.38571428571429 0 0 0 0.228571428571429 0 0 0 0 0 0 441.928571428571 0 0 0 0 0 0 0 0 8.77142857142857 60 129 3 Hirtshals 7848
DNK000000569 4047135 fleet1 SDN_DEF_90-119_0_0 SDN 57.728 10.14 2.2 82 1 30/04/2012 08:08 NA 3.5 0 12.3142857142857 0 8.78571428571429 2.38571428571429 0 0 0 0.228571428571429 0 0 0 0 0 0 441.928571428571 0 0 0 0 0 0 0 0 8.77142857142857 60 129 3 Hirtshals 7775
DNK000000569 4047135 fleet1 SDN_DEF_90-119_0_0 SDN 57.731 10.157 0 98 1 30/04/2012 09:08 NA 3.5 0 12.3142857142857 0 8.78571428571429 2.38571428571429 0 0 0 0.228571428571429 0 0 0 0 0 0 441.928571428571 0 0 0 0 0 0 0 0 8.77142857142857 60 129 3 Hirtshals 7775
